detector,repetition,image_id,seconds,detections,max_boxes_absolute_error,max_scores_absolute_error
yolo11s,1,55a8fd40-5cd5-41a7-b23b-1b2bd671db04.png,0.017578800034243613,0,0.0,0.0
yolo11s,1,7dcad195-26c3-434c-a280-9896068db98b.png,0.015969700005371124,0,0.0,0.0
yolo11s,1,bfbd4ed3-1d78-437b-b5dc-09ab063b55fa.png,0.0173746999935247,2,0.0,0.0
yolo11s,1,c9401b1c-b019-4a75-b399-1bc073ffe860.png,0.01654670003335923,0,0.0,0.0
yolo11s,1,b0dbfa41-de0b-40f5-b635-3bdb73c620a6.png,0.017017999954987317,3,0.0,0.0
yolo11s,1,a2d7192f-22d8-495c-b22c-c1e56b59d3be.png,0.017139500007033348,0,0.0,0.0
yolo11s,1,e69f1dc2-812e-4ef4-8d6b-7b6c8bdb7b89.png,0.018096699961461127,2,0.0,0.0
yolo11s,1,8c9f3f8a-e276-4afc-8005-e770a332c3e7.png,0.015969100000802428,0,0.0,0.0
yolo11s,1,a97c72b5-606b-47c2-8837-5925c62d5aa2.png,0.016685000038705766,0,0.0,0.0
yolo11s,1,2b55eeed-3408-46fd-9e18-d7c5295a92b2.png,0.01744589995360002,1,0.0,0.0
yolo11s,1,cf4fe47f-62a2-4b8a-96ce-8a30296f5a7f.png,0.017683400015812367,1,0.0,0.0
yolo11s,1,15c50f7a-a638-4665-9101-cc2ffdc39a43.png,0.017600900027900934,0,0.0,0.0
yolo11s,1,472688c0-2bd6-4fa3-b2ee-56b441e5cb35.png,0.01684140000725165,0,0.0,0.0
yolo11s,1,57a59afd-3382-4b13-99f2-69f2c7fb52ab.png,0.017399100004695356,3,0.0,0.0
yolo11s,1,3b7f8762-a4db-472d-bdf2-baad45d06f86.png,0.01634959998773411,0,0.0,0.0
yolo11s,1,c43a02c5-a5d0-4c33-9ca8-b09c639c6f0f.png,0.016335700056515634,0,0.0,0.0
yolo11s,1,c3b05294-29be-46e4-8a51-96fd211e4ca5.png,0.016674400016199797,0,0.0,0.0
yolo11s,1,f5cb4b26-5821-4b91-90a0-629f4f0cbd2f.png,0.017609399976208806,6,0.0,0.0
yolo11s,2,68f6391e-0148-458f-975c-5369d10ef81a.png,0.016375600011087954,0,0.0,0.0
yolo11s,2,bce09fde-2765-4fe5-ac6f-1e5966a43882.png,0.01769510004669428,5,0.0,0.0
yolo11s,2,776b44fa-43e6-4f7b-87fb-7ae97763085f.png,0.0177345999982208,5,0.0,0.0
yolo11s,2,f2f285d8-db26-4907-a795-c43ffbf0cad1.png,0.017027000023517758,0,0.0,0.0
yolo11s,2,dce6a692-4798-4d0e-b183-bf981ce5da46.png,0.016600600036326796,0,0.0,0.0
yolo11s,2,b42eaeb8-b6d3-41d7-836c-56fd0922abf6.png,0.017992999986745417,2,0.0,0.0
yolo11s,2,843051a1-92ae-40b3-a835-70ba939338cd.png,0.0184179000207223,1,0.0,0.0
yolo11s,2,5b6f828f-98b3-4a29-b93c-763594d135fd.png,0.017586200032383204,6,0.0,0.0
yolo11s,2,723515df-a2b9-4f89-bb3f-437e364bc726.png,0.018500200007110834,7,0.0,0.0
yolo11s,2,ece9ecd0-64b4-4672-b0af-96d0a147b3cd.png,0.016299800015985966,0,0.0,0.0
yolo11s,2,41e6698f-96a6-4072-ade5-e018a57c0460.png,0.016501499980222434,0,0.0,0.0
yolo11s,2,79ae041d-6f41-47b0-b82e-02e78f7896c0.png,0.01852149999467656,2,0.0,0.0
