detector,threshold,seed_count,precision,precision_std,precision_mean_plus_minus_std,recall,recall_std,recall_mean_plus_minus_std,f1,f1_std,f1_mean_plus_minus_std
faster_rcnn,0.57,5,0.2953712533617806,0.047173902003583054,0.295371 ± 0.0471739,0.441044776119403,0.046931933383672006,0.441045 ± 0.0469319,0.3495976939812024,0.028189097409956704,0.349598 ± 0.0281891
faster_rcnn,0.58,5,0.29941772231921593,0.04511873933743526,0.299418 ± 0.0451187,0.43358208955223887,0.046783367219873084,0.433582 ± 0.0467834,0.35023612504172574,0.02634445785919611,0.350236 ± 0.0263445
faster_rcnn,0.59,5,0.30244288247507145,0.04302365100656849,0.302443 ± 0.0430237,0.426865671641791,0.047536200460271884,0.426866 ± 0.0475362,0.35025986356823646,0.024902207556187796,0.35026 ± 0.0249022
faster_rcnn,0.6,5,0.30584320741224147,0.04205608421521436,0.305843 ± 0.0420561,0.41940298507462687,0.04251112050336154,0.419403 ± 0.0425111,0.3504641883636843,0.025004022265498825,0.350464 ± 0.025004
faster_rcnn,0.61,5,0.31207605233189767,0.042017138638844355,0.312076 ± 0.0420171,0.4119402985074627,0.042347047639137644,0.41194 ± 0.042347,0.3519872545749835,0.02487454607997581,0.351987 ± 0.0248745
faster_rcnn,0.62,5,0.3163601658783519,0.04041657019304178,0.31636 ± 0.0404166,0.4074626865671642,0.04004897870148877,0.407463 ± 0.040049,0.3533582600510288,0.023837213881919925,0.353358 ± 0.0238372
faster_rcnn,0.63,5,0.3243347959047284,0.03975167685694631,0.324335 ± 0.0397517,0.4022388059701492,0.04175104695731154,0.402239 ± 0.041751,0.3562316579940893,0.022121230162206414,0.356232 ± 0.0221212
faster_rcnn,0.64,5,0.32806999586734803,0.04167791286902273,0.32807 ± 0.0416779,0.3925373134328358,0.039524067692135414,0.392537 ± 0.0395241,0.3546071721272252,0.02311059275154921,0.354607 ± 0.0231106
faster_rcnn,0.65,5,0.3332954459583644,0.043735399147235635,0.333295 ± 0.0437354,0.3843283582089552,0.0397523801355644,0.384328 ± 0.0397524,0.3538643482035441,0.02207903774943007,0.353864 ± 0.022079
faster_rcnn,0.66,5,0.338748854764669,0.0426448833944024,0.338749 ± 0.0426449,0.3761194029850746,0.04124780180727008,0.376119 ± 0.0412478,0.3532472172704989,0.020142119994034736,0.353247 ± 0.0201421
faster_rcnn,0.67,5,0.34576610476632474,0.04113231441531417,0.345766 ± 0.0411323,0.36641791044776123,0.04346654587589093,0.366418 ± 0.0434665,0.3523053880564105,0.015112014321288657,0.352305 ± 0.015112
faster_rcnn,0.68,5,0.35601475958032325,0.05020637072611589,0.356015 ± 0.0502064,0.35820895522388063,0.04607869042995698,0.358209 ± 0.0460787,0.35244642078341676,0.01578891177190521,0.352446 ± 0.0157889
faster_rcnn,0.69,5,0.36241949982431737,0.05808059502476196,0.362419 ± 0.0580806,0.35074626865671643,0.046304752410413645,0.350746 ± 0.0463048,0.35114441902999755,0.018416797465238582,0.351144 ± 0.0184168
faster_rcnn,0.7,5,0.36864672419325617,0.06321077781392645,0.368647 ± 0.0632108,0.33880597014925373,0.05673605316044241,0.338806 ± 0.0567361,0.3458411446819327,0.022247382429770174,0.345841 ± 0.0222474
faster_rcnn,0.71,5,0.37841813448133427,0.07383549214601194,0.378418 ± 0.0738355,0.3261194029850746,0.0602008038052035,0.326119 ± 0.0602008,0.34116641684213855,0.026185855089789826,0.341166 ± 0.0261859
faster_rcnn,0.72,5,0.3896470925123676,0.0919661080893202,0.389647 ± 0.0919661,0.3164179104477612,0.06389210385971342,0.316418 ± 0.0638921,0.33701080246705584,0.0269033538856933,0.337011 ± 0.0269034
faster_rcnn,0.73,5,0.4072777422352929,0.10828015122494168,0.407278 ± 0.10828,0.30970149253731344,0.06829479558851913,0.309701 ± 0.0682948,0.33697912346787146,0.030007063437622,0.336979 ± 0.0300071
faster_rcnn,0.74,5,0.41279749162350116,0.10480122579137216,0.412797 ± 0.104801,0.2977611940298507,0.07598576211147905,0.297761 ± 0.0759858,0.32976674387439064,0.04086418946329263,0.329767 ± 0.0408642
faster_rcnn,0.75,5,0.42379888014300404,0.11399968943300191,0.423799 ± 0.114,0.2835820895522388,0.09302202136058142,0.283582 ± 0.093022,0.31787387155631164,0.06436206214363441,0.317874 ± 0.0643621
faster_rcnn,0.76,5,0.44847186032636,0.14852636906064223,0.448472 ± 0.148526,0.27313432835820894,0.09802857362776363,0.273134 ± 0.0980286,0.31172052583514315,0.07628823793655856,0.311721 ± 0.0762882
faster_rcnn,0.77,5,0.45206316200918206,0.12169839659173143,0.452063 ± 0.121698,0.25970149253731345,0.11356409334357447,0.259701 ± 0.113564,0.30016655115295066,0.10727489975423574,0.300167 ± 0.107275
