detector,family,corruption,severity,value,unit,metric,clean_performance,corrupted_performance,relative_performance,relative_degradation
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,f1,0.25,0.2275449101796407,0.9101796407185628,0.08982035928143717
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,iou,0.6940811341732323,0.7064305562848021,1.0177924762733683,-0.01779247627336833
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,dice,0.81434881788263,0.8234522927225152,1.0111788396323271,-0.011178839632327131
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,map_50,0.2112858029314436,0.18459238776422024,0.8736620501857162,0.1263379498142838
yolo11s,blur,motion_blur,4,13.0,kernel_pixels,map_50_95,0.07629474050336979,0.06243439719472023,0.8183316016647652,0.18166839833523485
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,precision,0.4634146341463415,0.2765957446808511,0.5968645016797313,0.40313549832026874
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,recall,0.17117117117117117,0.11711711711711711,0.6842105263157895,0.3157894736842105
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,f1,0.25,0.16455696202531647,0.6582278481012659,0.3417721518987341
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,iou,0.6940811341732323,0.7165784163991211,1.032413043833394,-0.03241304383339405
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,dice,0.81434881788263,0.8309071593303,1.0203332295498666,-0.020333229549866605
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,map_50,0.2112858029314436,0.12012829202392597,0.5685582767854226,0.4314417232145774
yolo11s,blur,motion_blur,5,17.0,kernel_pixels,map_50_95,0.07629474050336979,0.044095072427475464,0.5779569094350333,0.4220430905649667
yolo11s,compression,jpeg,1,90.0,quality_percent,precision,0.4634146341463415,0.47619047619047616,1.0275689223057642,-0.027568922305764243
yolo11s,compression,jpeg,1,90.0,quality_percent,recall,0.17117117117117117,0.18018018018018017,1.0526315789473684,-0.05263157894736836
yolo11s,compression,jpeg,1,90.0,quality_percent,f1,0.25,0.261437908496732,1.045751633986928,-0.04575163398692794
yolo11s,compression,jpeg,1,90.0,quality_percent,iou,0.6940811341732323,0.694998269168434,1.0013213656877364,-0.0013213656877364421
yolo11s,compression,jpeg,1,90.0,quality_percent,dice,0.81434881788263,0.8156498485840631,1.0015976331921446,-0.0015976331921445652
yolo11s,compression,jpeg,1,90.0,quality_percent,map_50,0.2112858029314436,0.2084439794392217,0.9865498606494445,0.013450139350555501
yolo11s,compression,jpeg,1,90.0,quality_percent,map_50_95,0.07629474050336979,0.07297738029369141,0.9565191494486851,0.0434808505513149
yolo11s,compression,jpeg,2,70.0,quality_percent,precision,0.4634146341463415,0.4318181818181818,0.9318181818181818,0.06818181818181823
yolo11s,compression,jpeg,2,70.0,quality_percent,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,compression,jpeg,2,70.0,quality_percent,f1,0.25,0.24516129032258066,0.9806451612903226,0.019354838709677358
yolo11s,compression,jpeg,2,70.0,quality_percent,iou,0.6940811341732323,0.6958351365252483,1.0025270854741,-0.002527085474099966
yolo11s,compression,jpeg,2,70.0,quality_percent,dice,0.81434881788263,0.816417335244092,1.002540087633258,-0.0025400876332579703
yolo11s,compression,jpeg,2,70.0,quality_percent,map_50,0.2112858029314436,0.20528516613312897,0.9715994320722927,0.028400567927707288
yolo11s,compression,jpeg,2,70.0,quality_percent,map_50_95,0.07629474050336979,0.07424122341530039,0.9730844213569518,0.026915578643048166
yolo11s,compression,jpeg,3,50.0,quality_percent,precision,0.4634146341463415,0.3953488372093023,0.8531211750305997,0.1468788249694003
yolo11s,compression,jpeg,3,50.0,quality_percent,recall,0.17117117117117117,0.15315315315315314,0.894736842105263,0.10526315789473695
yolo11s,compression,jpeg,3,50.0,quality_percent,f1,0.25,0.22077922077922074,0.883116883116883,0.11688311688311703
yolo11s,compression,jpeg,3,50.0,quality_percent,iou,0.6940811341732323,0.7246023661842699,1.0439735796124088,-0.043973579612408775
yolo11s,compression,jpeg,3,50.0,quality_percent,dice,0.81434881788263,0.8360014211630022,1.026588855788691,-0.02658885578869108
yolo11s,compression,jpeg,3,50.0,quality_percent,map_50,0.2112858029314436,0.20521836269631746,0.97128325637149,0.028716743628509955
yolo11s,compression,jpeg,3,50.0,quality_percent,map_50_95,0.07629474050336979,0.074528039652302,0.9768437399562324,0.023156260043767585
yolo11s,compression,jpeg,4,35.0,quality_percent,precision,0.4634146341463415,0.41304347826086957,0.8913043478260869,0.10869565217391308
yolo11s,compression,jpeg,4,35.0,quality_percent,recall,0.17117117117117117,0.17117117117117117,1.0,0.0
yolo11s,compression,jpeg,4,35.0,quality_percent,f1,0.25,0.24203821656050958,0.9681528662420383,0.031847133757961665
yolo11s,compression,jpeg,4,35.0,quality_percent,iou,0.6940811341732323,0.6836897350556135,0.9850285527065986,0.014971447293401385
yolo11s,compression,jpeg,4,35.0,quality_percent,dice,0.81434881788263,0.8075132464928744,0.991606089135699,0.008393910864300969
yolo11s,compression,jpeg,4,35.0,quality_percent,map_50,0.2112858029314436,0.19368900663517458,0.9167156711330069,0.08328432886699311
yolo11s,compression,jpeg,4,35.0,quality_percent,map_50_95,0.07629474050336979,0.06212235227680615,0.8142416091455522,0.18575839085444779
yolo11s,compression,jpeg,5,20.0,quality_percent,precision,0.4634146341463415,0.35714285714285715,0.7706766917293233,0.2293233082706767
yolo11s,compression,jpeg,5,20.0,quality_percent,recall,0.17117117117117117,0.13513513513513514,0.7894736842105263,0.21052631578947367
yolo11s,compression,jpeg,5,20.0,quality_percent,f1,0.25,0.19607843137254902,0.7843137254901961,0.21568627450980393
yolo11s,compression,jpeg,5,20.0,quality_percent,iou,0.6940811341732323,0.7258790375406162,1.04581294866235,-0.04581294866234997
yolo11s,compression,jpeg,5,20.0,quality_percent,dice,0.81434881788263,0.8370787685216483,1.0279118114251309,-0.027911811425130884
yolo11s,compression,jpeg,5,20.0,quality_percent,map_50,0.2112858029314436,0.1649863934449128,0.7808683364231828,0.21913166357681724
yolo11s,compression,jpeg,5,20.0,quality_percent,map_50_95,0.07629474050336979,0.05845685283262884,0.7661976755795756,0.23380232442042437
